No. status  matricula     apellido paterno     apellido materno               nombre edad     sexo                curp
 31      1     300514              PAREDES              MORALES               ANDRES  121   HOMBRE PAMA020117HSLRRN03
 32      1     300535                PONCE              JIMENEZ               CARLOS    2   HOMBRE POJC210121HSPNMRB6
 33      1     300548                 CRUZ              MIRANDA               LORENA   34    MUJER CUML891023MCSRRR02
 34      1     300563            RODRIGUEZ              JIMENEZ                JUANA   61    MUJER ROJJ621206MHGDMN03
 35      1     300607            RODRIGUEZ              MIRANDA              PASCUAL   81   HOMBRE ROMP420216HBCDRS09
 36      1     300626                LOPEZ                LOPEZ              YOLANDA   68    MUJER LOLY550215MOCPPL01
 37      1     300639                 MORA                SALAS            BARTOLOME  121   HOMBRE MOSB020304HQTRLR01
 38      1     300659              MORALES                GOMEZ               ARTURO  100   HOMBRE MOGA230430HQTRMR01
 39      1     300677              PAREDES               VARGAS               SILVIA   46    MUJER PAVS770430MCSRRL03
 40      1     300689               FLORES             FIGUEROA                 ROSA   52    MUJER FOFR710414MTLLGS07
 41      1     300715            HERNANDEZ                GOMEZ               ULISES   74   HOMBRE HEGU490824HPLRML02
 42      1     300722            GUTIERREZ                GOMEZ            BARTOLOME   50   HOMBRE GUGB730418HCHTMR01
 43      1     300754              MORALES            HERNANDEZ                SOFIA   10    MUJER MOHS131202MGRRRFB5
 44      1     300768               FLORES             CASTILLO               NESTOR   88   HOMBRE FOCN350302HCLLSS02
 45      1     300787                ROJAS             GUERRERO               MIRIAM   72    MUJER ROGM511114MYNJRR03
 46      1     300797              RAMIREZ               BUSTOS               GLORIA   86    MUJER RABG371213MCHMSL02
 47      1     300805                SILVA              MENDOZA             BENJAMIN   75   HOMBRE SIMB481128HDGLNN02
 48      1     300806                 LARA              PAREDES               MARTIN   37   HOMBRE LAPM860923HCHRRR03
 49      1     300847                LOPEZ                 LARA               NESTOR   20   HOMBRE LOLN031229HGTPRSA8
 50      1     300874                SILVA                PEREZ            FELICIDAD   13    MUJER SIPF100922MBSLRLB3
 51      1     300880              NAVARRO               CAMPOS               MIRIAM   23    MUJER NACM000724MQTVMRA6
 52      1     300887               GUERRA                 MORA               MIRIAM   66    MUJER GUMM571125MVZRRR01
 53      1     300921                 LARA                SALAS              GERARDO  101   HOMBRE LASG220225HBSRLR06
 54      1     300940                 LUNA              NAVARRO               FELIPE   69   HOMBRE LUNF540215HMNNVL06
 55      1     300941            FERNANDEZ              DELGADO              ROBERTO   87   HOMBRE FEDR360811HNTRLB02
 56      1     300952                SOLIS              MIRANDA               ULISES   60   HOMBRE SOMU630616HQRLRL01
 57      1     300953                 RIOS             GUERRERO              ROSARIO  111    MUJER RIGR120323MQTSRS02
 58      1     300955            FERNANDEZ               TORRES              PASCUAL   16   HOMBRE FETP071128HQRRRSA4
 59      1     300957              AGUILAR             FIGUEROA               SUSANA   92    MUJER AUFS310906MNEGGS02
 60      1     300959              AGUILAR                 MORA              ENRIQUE   50   HOMBRE AUME731110HSPGRN01
 61      1     300971                 VEGA               TORRES               MARINA   18    MUJER VETM050922MNLGRRA2
 62      1     301004                 RUIZ             MARTINEZ             PATRICIA   65    MUJER RUMP581105MJCZRT02
 63      1     301044               VARGAS                 MORA                NADIA   11    MUJER VAMN120623MSRRRDB2
 64      1     301065                MUNOZ               ORTEGA                JORGE   77   HOMBRE MUOJ460901HNTNRR03
 65      1     301070               ORTEGA           VILLANUEVA               ALVARO   24   HOMBRE OEVA990807HZSRLL06
 66      1     301083                 DIAZ              MIRANDA                DIEGO   66   HOMBRE DIMD570516HCMZRG01
 67      1     301092                SALAS               TORRES              VICENTE    8   HOMBRE SATV150621HVZLRCB1
 68      1     301106             MARTINEZ              MORALES               ALVARO   22   HOMBRE MAMA010806HDGRRLA3
 69      1     301106              RAMIREZ                GOMEZ               JAVIER   89   HOMBRE RAGJ340715HCLMMV02
 70      1     301122                GOMEZ              AGUILAR               ISABEL   72    MUJER GOAI510302MDGMGS01
 71      1     301130                GOMEZ              PAREDES               ANDREA   15    MUJER GOPA081010MNLMRNA2
 72      1     301131              RAMIREZ                 MORA                 IVAN   71   HOMBRE RAMI520405HMCMRV05
 73      1     301156                 LARA              SANCHEZ                 ABEL   71   HOMBRE LASA521002HBCRNB01
 74      1     301168              JIMENEZ           VILLANUEVA               JAVIER   34   HOMBRE JIVJ890131HCSMLV01
 75      1     301170           VALENZUELA              JIMENEZ               ARTURO   88   HOMBRE VAJA350516HQRLMR03
 76      1     301172              MENDOZA            RODRIGUEZ                DIEGO  110   HOMBRE MERD131113HSRNDG02
 77      1     301197             FIGUEROA              CABRERA              GUSTAVO  119   HOMBRE FICG041112HMCGBS02
 78      1     301249              SANCHEZ                GOMEZ               SILVIA   16    MUJER SAGS070705MZSNMLA8
 79      1     301259             CASTILLO            RODRIGUEZ              GUSTAVO   57   HOMBRE CARG660122HNESDS09
 80      1     301264               VARGAS                LOPEZ               JAVIER  100   HOMBRE VALJ230503HQTRPV01
 81      1     301268                SOLIS                 VEGA              MANUELA   93    MUJER SOVM300516MGTLGN02
 82      1     301318                MUNOZ            GUTIERREZ               SAMUEL   80   HOMBRE MUGS430228HGTNTM07
 83      1     301332               RIVERA              SALAZAR               CARLOS   23   HOMBRE RISC001028HNEVLRA2
 84      1     301341                 RUIZ               TORRES                JUANA   28    MUJER RUTJ950712MQTZRN01
 85      1     301358                PEREZ             FIGUEROA             ZACARIAS   91   HOMBRE PEFZ320601HQTRGC01
 86      1     301361            HERNANDEZ              AGUILAR           INMACULADA   70    MUJER HEAI530629MSLRGN02
 87      1     301362                 LUNA              SANCHEZ               ALVARO   51   HOMBRE LUSA721127HMSNNL05
 88      1     301371              MENDOZA                PEREZ                CLARA   79    MUJER MEPC440323MCHNRL01
 89      1     301408              RAMIREZ                ROJAS                 PACO   73   HOMBRE RARP501030HBSMJC03
 90      1     301410                 RUIZ              SALAZAR               ANGELA   45    MUJER RUSA780418MNLZLN02
 91      1     301435                PEREZ              AGUILAR                DIEGO  113   HOMBRE PEAD100312HNTRGG05
 92      1     301444               TORRES               VARGAS              YOLANDA   42    MUJER TOVY810607MTLRRL01
 93      1     301455               ACOSTA              PAREDES               SUSANA  106    MUJER AOPS170624MBCCRS04
 94      1     301510                 RIOS             CASTILLO                ADELA   98    MUJER RICA250311MTSSSD02
 95      1     301519                GOMEZ               TORRES               ELVIRA   35    MUJER GOTE880826MNEMRL03
 96      1     301586                PONCE             FIGUEROA            FELICIDAD   68    MUJER POFF551029MMNNGL02
 97      1     301589              BARRIOS              BARRIOS               SERGIO   83   HOMBRE BABS400528HHGRRR01
 98      1     301616               ORTEGA                SOLIS              ROSARIO   79    MUJER OESR440821MCMRLS02
 99      1     301618              SANCHEZ              JIMENEZ               ADRIAN   13   HOMBRE SAJA100319HDGNMDB2
100      1     301620                PONCE              MORALES              GUSTAVO    3   HOMBRE POMG200911HQTNRSB3
101      1     301621               SUAREZ               ORTEGA                PAULA  104    MUJER SUOP191007MOCRRL01
102      1     301639              AGUILAR              AGUILAR                 RAUL   26   HOMBRE AUAR971130HMNGGL02
103      1     301642              AGUILAR               BUSTOS                LUCAS   85   HOMBRE AUBL380327HVZGSC01
104      1     301656             MARTINEZ              SANCHEZ                JULIA   99    MUJER MASJ240926MPLRNL01
105      1     301678            FERNANDEZ                SILVA             CONSUELO   58    MUJER FESC650125MQRRLN02
106      1     301686               TORRES             MARTINEZ                SOFIA   32    MUJER TOMS910723MASRRF03
107      1     301728              PAREDES                LOPEZ               ALVARO   88   HOMBRE PALA350407HPLRPL01
108      1     301731               BUSTOS                SALAS                JORGE   73   HOMBRE BUSJ500202HYNSLR02
109      1     301746                 LARA                 RIOS               MIRIAM   64    MUJER LARM590117MNERSR01
110      1     301768              RAMIREZ              AGUILAR                JUANA   86    MUJER RAAJ370820MTLMGN03
111      1     301779              PAREDES              PAREDES                JULIA   89    MUJER PAPJ340916MNTRRL01
112      1     301780              SANCHEZ                PEREZ               JAVIER   19   HOMBRE SAPJ040427HCLNRVA8
113      1     301801              PAREDES                ROJAS               MARTIN   97   HOMBRE PARM260222HDFRJR02
114      1     301812               RIVERA                SALAS               ALVARO   87   HOMBRE RISA361012HNTVLL02
115      1     301858                 LARA               ACOSTA                ELENA    3    MUJER LAAE200821MZSRCLB1
116      1     301889              MORALES            FERNANDEZ               MIRIAM   43    MUJER MOFM801214MVZRRR01
117      1     301899               SUAREZ                GOMEZ               ULISES   46   HOMBRE SUGU770612HSLRML01
118      1     301913               TORRES                 RUIZ                MARCO   71   HOMBRE TORM520106HTSRZR03
119      1     301937                 DIAZ           VALENZUELA              ROBERTO   60   HOMBRE DIVR630218HTLZLB02
120      1     301938              SALAZAR             MARTINEZ                JORGE    9   HOMBRE SAMJ141104HCMLRRB3
121      1     301958              BARRIOS            RODRIGUEZ                CESAR   49   HOMBRE BARC740524HTLRDS01
122      1     302030            HERNANDEZ               GUERRA                FELIX   65   HOMBRE HEGF580721HCCRRL02
123      1     302048              NAVARRO              BARRIOS                BELEN   84    MUJER NABB391115MMNVRL03
124      1     302049            RODRIGUEZ            GUTIERREZ            BARTOLOME    5   HOMBRE ROGB181003HBSDTRB1
125      1     302066                 RUIZ              MENDOZA               ALVARO  113   HOMBRE RUMA100226HQTZNL08
126      1     302104                PONCE             MARTINEZ               ANDREA   19    MUJER POMA040809MNTNRNA3
127      1     302106              MIRANDA                 RIOS                LUISA   63    MUJER MIRL600820MNERSS01
128      1     302109              SANCHEZ                 CRUZ               ANDRES   42   HOMBRE SACA810125HCHNRN07
129      1     302128                SOLIS                LOPEZ                TOMAS   79   HOMBRE SOLT441008HDGLPM05
130      1     302166           VALENZUELA                SOLIS             VICTORIA   11    MUJER VASV120420MMSLLCB1
131      1     302175              JIMENEZ              MENDOZA                 OLGA   59    MUJER JIMO641009MDFMNL02
132      1     302191             GUERRERO               TORRES            ALEJANDRO   82   HOMBRE GUTA410603HTLRRL02
133      1     302215              SALAZAR               SUAREZ               MARTIN   84   HOMBRE SASM391109HCSLRR01
134      1     302228                 RUIZ               CAMPOS             CONSUELO  104    MUJER RUCC191029MQRZMN01
135      1     302271             CASTILLO                 VEGA               SAMUEL   55   HOMBRE CAVS680222HCHSGM01
136      1     302279            FERNANDEZ               TORRES              VANESSA   21    MUJER FETV020519MMSRRNA2
137      1     302344           VALENZUELA            GUTIERREZ              YOLANDA   22    MUJER VAGY010818MCLLTLA2
138      1     302349              JIMENEZ              MENDOZA             ZACARIAS   99   HOMBRE JIMZ241215HSRMNC02
139      1     302355                MUNOZ             FIGUEROA               MIRIAM   80    MUJER MUFM431212MTSNGR03
140      1     302392                GOMEZ            HERNANDEZ               MARTIN   93   HOMBRE GOHM301205HCMMRR02
141      1     302472              NAVARRO                LOPEZ                 RAUL   83   HOMBRE NALR401227HPLVPL07
142      1     302476               TORRES                 LUNA               ALVARO   10   HOMBRE TOLA130908HSRRNLB3
143      1     302481                 LUNA                 RIOS               SILVIA   74    MUJER LURS490627MDGNSL03
144      1     302484              SANCHEZ              SALAZAR               JAVIER    1   HOMBRE SASJ220125HZSNLVB2
145      1     302495               GUERRA               VARGAS               ELVIRA   19    MUJER GUVE040718MCHRRLA1
146      1     302499              JIMENEZ              MIRANDA                 ABEL   92   HOMBRE JIMA311021HCCMRB09
147      1     302531              AGUILAR              PAREDES                 YAGO   24   HOMBRE AUPY990602HPLGRG04
148      1     302538                 LUNA                 DIAZ                IRENE   36    MUJER LUDI870509MVZNZR01
149      1     302548             CASTILLO              MENDOZA               XAVIER  105   HOMBRE CAMX180223HJCSNV02
150      1     302550                PEREZ                ROJAS                JORGE   98   HOMBRE PERJ250309HGRRJR02
151      1     302569              SANCHEZ              MORALES               TERESA   56    MUJER SAMT671219MZSNRR01
152      1     302575              JIMENEZ               CAMPOS                DIANA   30    MUJER JICD931229MMSMMN03
153      1     302590              NAVARRO               GUERRA             BENJAMIN  104   HOMBRE NAGB190126HGRVRN01
154      1     302611                 MORA              BARRIOS            BARTOLOME   72   HOMBRE MOBB510525HYNRRR02
155      1     302615               BUSTOS                 RIOS                NADIA   36    MUJER BURN871010MNLSSD01
156      1     302616            FERNANDEZ                LOPEZ                TOMAS   97   HOMBRE FELT260131HCSRPM02
157      1     302617              CABRERA                 DIAZ                PAULA   89    MUJER CADP340518MOCBZL01
158      1     302625                MUNOZ             GUERRERO               OLIVER   35   HOMBRE MUGO881123HMCNRL02
159      1     302633                SILVA              MORALES               MARTIN   84   HOMBRE SIMM390128HPLLRR02
160      1     302689           VILLANUEVA               ACOSTA              MANUELA   86    MUJER VIAM370708MASLCN09
161      1     302724            FERNANDEZ                SOLIS               ELVIRA   96    MUJER FESE271115MCLRLL02
162      1     302734               ORTEGA                PONCE               OLIVER   75   HOMBRE OEPO480704HHGRNL03
163      1     302738                 DIAZ              MENDOZA                ANGEL   19   HOMBRE DIMA041005HZSZNNA1
164      1     302755              MENDOZA              MIRANDA               MIGUEL   74   HOMBRE MEMM491107HDFNRG01
165      1     302787             FIGUEROA               GUERRA               ESTHER   33    MUJER FIGE900827MSRGRS01
166      1     302852               ACOSTA                 LARA                JUANA   23    MUJER AOLJ000707MTCCRNA1
167      1     302877                 MORA            GUTIERREZ                CESAR  120   HOMBRE MOGC030731HDFRTS02
168      1     302878              MIRANDA                ROJAS                BELEN   67    MUJER MIRB560319MNERJL08
169      1     302887               RIVERA              RAMIREZ                 LUIS    6   HOMBRE RIRL170208HCHVMSB1
170      1     302900            FERNANDEZ              PAREDES                 OLGA  115    MUJER FEPO080402MMSRRL03
171      1     302950                MUNOZ                PONCE                 ABEL   24   HOMBRE MUPA990702HMSNNB01
172      1     302957              MIRANDA              NAVARRO                PEDRO  100   HOMBRE MINP230608HSPRVD04
173      1     302984                 RIOS              AGUILAR                PEDRO   56   HOMBRE RIAP670609HSRSGD02
174      1     303016                PEREZ              SALAZAR               MIGUEL    0   HOMBRE PESM230726HNLRLGB2
175      1     303019              BARRIOS              PAREDES              RICARDO    1   HOMBRE BAPR220610HASRRCB9
176      1     303037              NAVARRO                SILVA               SAMUEL  102   HOMBRE NASS210606HQRVLM02
177      1     303042                PEREZ           VILLANUEVA                 JOSE   87   HOMBRE PEVJ360928HHGRLS01
178      1     303073                 LUNA            GUTIERREZ                MARTA   63    MUJER LUGM600421MMNNTR01
179      1     303090               BUSTOS                 VEGA              RICARDO  123   HOMBRE BUVR000621HMCSGC02
180      1     303096             MARTINEZ              NAVARRO              BEATRIZ   39    MUJER MANB841125MQTRVT01
181      1     303114             CASTILLO                 RUIZ                TOMAS   31   HOMBRE CART920206HCCSZM02
182      1     303127              RAMIREZ              MENDOZA                JUANA   30    MUJER RAMJ931017MASMNN04
183      1     303151              MORALES              MENDOZA               ANGELA   17    MUJER MOMA060819MNERNNA2
184      1     303192              DELGADO             CASTILLO               ESTHER   65    MUJER DECE580413MNLLSS02
185      1     303196            GUTIERREZ                SILVA                CESAR  120   HOMBRE GUSC030208HTSTLS02
186      1     303203                ROJAS             CASTILLO                CESAR   41   HOMBRE ROCC821121HSRJSS02
187      1     303204                 VEGA           VALENZUELA                DIANA   85    MUJER VEVD380315MMCGLN09
188      1     303223              PAREDES                 DIAZ               MONICA   84    MUJER PADM390109MGRRZN02
189      1     303234            GUTIERREZ                 RIOS                PEDRO   64   HOMBRE GURP590924HSLTSD01
190      1     303288               ACOSTA               FLORES               ANDRES   57   HOMBRE AOFA660615HZSCLN03
191      1     303291               SUAREZ                 CRUZ            FELICIDAD   83    MUJER SUCF400205MCHRRL06
192      1     303311               SUAREZ              RAMIREZ                MARTA    8    MUJER SURM150302MHGRMRB1
193      1     303355                 LUNA              DELGADO               ANGELA   92    MUJER LUDA310402MBCNLN01
194      1     303385               SUAREZ                 RIOS                 INES   36    MUJER SURI871021MCMRSN02
195      1     303400               VARGAS                 MORA               ARTURO   72   HOMBRE VAMA510614HBCRRR02
196      1     303407            GUTIERREZ              MENDOZA                 IVAN   72   HOMBRE GUMI511228HTSTNV01
197      1     303412            GUTIERREZ              DELGADO                DIANA   34    MUJER GUDD891017MCMTLN05
198      1     303427               BUSTOS              CABRERA               SAMUEL  101   HOMBRE BUCS220419HCHSBM02
199      1     303484                 CRUZ              CABRERA                PABLO   16   HOMBRE CUCP070907HMSRBBA2
200      1     303502                LOPEZ           VALENZUELA                MARCO   33   HOMBRE LOVM900204HJCPLR02
201      1     303519               SUAREZ             GUERRERO              NATALIA    9    MUJER SUGN140527MGTRRTB2
202      1     303532                 MORA                 MORA                 INES   80    MUJER MOMI431020MYNRRN03
203      1     303541              BARRIOS                 MORA                LUCAS   73   HOMBRE BAML501216HZSRRC01
204      1     303550               CAMPOS               SUAREZ                ADELA   26    MUJER CASA970303MGRMRD05
205      1     303553              CABRERA              DELGADO                 PACO   29   HOMBRE CADP940619HBSBLC09
206      1     303566                 LARA               VARGAS               CARMEN   69    MUJER LAVC541109MCMRRR02
207      1     303578             FIGUEROA              NAVARRO             BENJAMIN   58   HOMBRE FINB651222HASGVN02
208      1     303585            GUTIERREZ               VARGAS                 JOSE   78   HOMBRE GUVJ450507HDFTRS02
209      1     303594             FIGUEROA                GOMEZ              MANUELA   55    MUJER FIGM680912MVZGMN08
210      1     303598                LOPEZ            FERNANDEZ               RAQUEL   25    MUJER LOFR980309MASPRQ02
211      1     303621               ORTEGA                SILVA               MONICA   36    MUJER OESM871113MCSRLN02
212      1     303643                ROJAS              DELGADO              CECILIA  116    MUJER RODC070328MTSJLC02
213      1     303650            RODRIGUEZ            FERNANDEZ               MIGUEL   74   HOMBRE ROFM491107HJCDRG02
214      1     303711               GUERRA                 MORA             VICTORIA   49    MUJER GUMV741023MSPRRC02
215      1     303717                 DIAZ                GOMEZ             CAROLINA   98    MUJER DIGC250815MVZZMR03
216      1     303720                GOMEZ            FERNANDEZ                NADIA   91    MUJER GOFN320523MTSMRD01
217      1     303746            RODRIGUEZ            RODRIGUEZ               ANGELA    0    MUJER RORA230509MCCDDNB1
218      1     303756            HERNANDEZ               FLORES               MANUEL   49   HOMBRE HEFM740627HHGRLN02
219      1     303770              BARRIOS             MARTINEZ               MONICA    4    MUJER BAMM190911MOCRRNB3
220      1     303777             GUERRERO                 RIOS                JORGE  105   HOMBRE GURJ180705HBSRSR09
221      1     303828              MENDOZA           VALENZUELA               GLORIA   37    MUJER MEVG861016MMNNLL02
222      1     303867                SOLIS              NAVARRO              GERARDO   44   HOMBRE SONG791212HYNLVR01
223      1     303876           VALENZUELA                 CRUZ              GUSTAVO   14   HOMBRE VACG090209HGTLRSA1
224      1     303880               CAMPOS                GOMEZ               CARMEN   39    MUJER CAGC840518MQRMMR02
225      1     303886              AGUILAR            FERNANDEZ               CARMEN   96    MUJER AUFC270328MJCGRR01
226      1     303916              MENDOZA                 CRUZ               SERGIO  104   HOMBRE MECS190326HSRNRR01
227      1     303934                SILVA                PONCE             CONSUELO   32    MUJER SIPC910119MDFLNN02
228      1     303955              CABRERA                ROJAS                BELEN   98    MUJER CARB250402MVZBJL01
229      1     303960              NAVARRO              MORALES                IRENE   17    MUJER NAMI061031MSRVRRA1
230      1     304010              BARRIOS               TORRES             VICTORIA  123    MUJER BATV000212MQRRRC01
231      1     304016               BUSTOS              JIMENEZ                ELENA   97    MUJER BUJE260420MZSSML01
232      1     304023            RODRIGUEZ              JIMENEZ              PASCUAL   74   HOMBRE ROJP491001HYNDMS02
233      1     304025              RAMIREZ                MUNOZ             VICTORIA   28    MUJER RAMV950808MPLMNC02
234      1     304027                SALAS               GUERRA              GERARDO   58   HOMBRE SAGG650403HHGLRR02
235      1     304029               ORTEGA              MIRANDA               ARTURO   72   HOMBRE OEMA510404HZSRRR02
236      1     304033               RIVERA               GUERRA             VICTORIA   70    MUJER RIGV531005MZSVRC01
237      1     304092             GUERRERO               BUSTOS               ULISES  121   HOMBRE GUBU020331HCLRSL07
238      1     304095              BARRIOS               RIVERA                JORGE  117   HOMBRE BARJ060108HPLRVR03
239      1     304127               RIVERA                SILVA               MANUEL    6   HOMBRE RISM170926HNEVLNB1
240      1     304164              CABRERA             MARTINEZ               CARMEN  109    MUJER CAMC141031MTSBRR01
241      1     304166               TORRES                 LUNA             VICTORIA   55    MUJER TOLV680306MBCRNC08
242      1     304167                 CRUZ                 MORA               ELVIRA   78    MUJER CUME450417MCHRRL02
243      1     304190             CASTILLO            RODRIGUEZ               TERESA   30    MUJER CART930105MCSSDR01
244      1     304191                SILVA               GUERRA             VICTORIA   95    MUJER SIGV280120MBSLRC08
245      1     304208               VARGAS                SILVA               OLIVER   38   HOMBRE VASO850531HNLRLL04
246      1     304213               ORTEGA              BARRIOS              VANESSA   49    MUJER OEBV740726MDFRRN02
247      1     304227                 CRUZ             CASTILLO               ARTURO  109   HOMBRE CUCA140604HCLRSR03
248      1     304260              BARRIOS              SALAZAR               CARMEN   53    MUJER BASC700525MMCRLR02
249      1     304292           VILLANUEVA             GUERRERO                ELENA   55    MUJER VIGE680227MQTLRL03
250      1     304306                 RIOS            RODRIGUEZ              WILLIAM  105   HOMBRE RIRW180915HTLSDL02
251      1     304320              RAMIREZ                 DIAZ            FELICIDAD  116    MUJER RADF070305MNLMZL02
252      1     304345                GOMEZ               BUSTOS               FELIPE  120   HOMBRE GOBF030608HNLMSL03
253      1     304346               TORRES                GOMEZ              VICENTE   62   HOMBRE TOGV610817HCHRMC09
254      1     304350               GUERRA               ORTEGA              CECILIA   47    MUJER GUOC760312MNLRRC01
255      1     304350                LOPEZ               ORTEGA             PATRICIA   60    MUJER LOOP630709MGTPRT01
256      1     304354               CAMPOS              AGUILAR                DIANA    3    MUJER CAAD201122MCMMGNB4
257      1     304355              MENDOZA                SOLIS               ALVARO   77   HOMBRE MESA460319HSRNLL02
258      1     304358              SANCHEZ               ORTEGA                JULIA   27    MUJER SAOJ960520MMCNRL01
259      1     304372              RAMIREZ               SUAREZ               MIGUEL  122   HOMBRE RASM010627HJCMRG03
260      1     304373              DELGADO               ACOSTA               ARTURO   53   HOMBRE DEAA701124HMSLCR01
261      1     304375              BARRIOS                PEREZ                 ROSA  102    MUJER BAPR210529MPLRRS01
262      1     304381               CAMPOS               VARGAS               CARMEN   56    MUJER CAVC670212MBSMRR02
263      1     304404                 LUNA              NAVARRO               TERESA  120    MUJER LUNT031114MCHNVR06
264      1     304405                GOMEZ           VALENZUELA               MARINA   97    MUJER GOVM261223MQTMLR09
265      1     304406              MIRANDA             GUERRERO               JAVIER  110   HOMBRE MIGJ130131HSLRRV02
266      1     304437                 LARA            RODRIGUEZ               OLIVER   83   HOMBRE LARO400429HNLRDL01
267      1     304462              CABRERA              RAMIREZ              ANTONIO   29   HOMBRE CARA940417HSRBMN02
268      1     304492               TORRES                SALAS                MARTA   50    MUJER TOSM730617MVZRLR01
269      1     304510                 VEGA               FLORES             VICTORIA   77    MUJER VEFV460621MMNGLC03
270      1     304514                SILVA                 RUIZ               MONICA   49    MUJER SIRM740627MCSLZN09
271      1     304531               TORRES              DELGADO              WILLIAM    7   HOMBRE TODW161127HSLRLLB1
272      1     304536              PAREDES                 LUNA                LUCAS    8   HOMBRE PALL150504HTLRNCB2
273      1     304554           VALENZUELA               ACOSTA                 RAUL   64   HOMBRE VAAR590408HTSLCL03
274      1     304559              CABRERA                SOLIS            BARTOLOME   49   HOMBRE CASB740913HNTBLR02
275      1     304564                PONCE                 LARA               MONICA   10    MUJER POLM130327MCMNRNB2
276      1     304576               ORTEGA             GUERRERO               ISABEL   38    MUJER OEGI851206MJCRRS01
277      1     304592             MARTINEZ               ORTEGA           INMACULADA  112    MUJER MAOI111107MQRRRN01
278      1     304594             GUERRERO             GUERRERO              VANESSA   68    MUJER GUGV550323MBCRRN01
279      1     304611              BARRIOS              MIRANDA                 YAGO   65   HOMBRE BAMY580614HNERRG02
280      1     304626                GOMEZ                 DIAZ                 SARA    6    MUJER GODS170309MCSMZRB3
281      1     304637               SUAREZ              BARRIOS              QUIRINO   19   HOMBRE SUBQ040322HQTRRRA3
282      1     304663                ROJAS                SALAS                 ROSA   61    MUJER ROSR620506MNEJLS09
283      1     304665               RIVERA              SANCHEZ               MIGUEL   27   HOMBRE RISM960503HMSVNG03
284      1     304762               VARGAS                 MORA              GERARDO   66   HOMBRE VAMG571124HZSRRR02
285      1     304769              BARRIOS                LOPEZ               MANUEL   46   HOMBRE BALM770121HNTRPN01
286      1     304772                 RIOS              RAMIREZ               MARTIN   93   HOMBRE RIRM300717HVZSMR03
287      1     304773            GUTIERREZ              CABRERA                MARTA   71    MUJER GUCM521016MNTTBR02
288      1     304774               FLORES                SALAS                JUANA   12    MUJER FOSJ110507MNTLLNB1
289      1     304777            RODRIGUEZ           VILLANUEVA                DIEGO   27   HOMBRE ROVD960529HASDLG08
290      1     304783                GOMEZ              AGUILAR              GERARDO    5   HOMBRE GOAG181029HPLMGRB2
